System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,GRShort,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn
Columbia River,Okanagan,2003,9395,AgeClass_2.2,282,5,2,2,2.2,5_3,53,1998,282,2001,422,66.82,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_3.1,0,5,3,1,3.1,5_4,54,1998,0,2002,422,0,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1999,0,2000,20053,0,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_1.2,16806,4,1,2,1.2,4_2,42,1999,16806,2001,20053,83.81,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_2.1,1829,4,2,1,2.1,4_3,43,1999,1829,2002,20053,9.12,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2000,0,2001,99731,0,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_1.1,9395,3,1,1,1.1,3_2,32,2000,9395,2002,99731,9.42,NA,NA
Columbia River,Okanagan,2003,9395,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2001,0,2002,61304,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1996,0,2000,NA,NA,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1997,0,1999,0,NA,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1997,0,2000,0,NA,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1997,0,2001,0,NA,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1998,0,1999,422,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1998,0,2000,422,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_2.3,0,6,2,3,2.3,6_3,63,1998,0,2001,422,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1998,0,2002,422,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1999,0,2000,20053,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_1.3,0,5,1,3,1.3,5_2,52,1999,0,2001,20053,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_2.2,1418,5,2,2,2.2,5_3,53,1999,1418,2002,20053,7.07,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_3.1,0,5,3,1,3.1,5_4,54,1999,0,2003,20053,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2000,0,2001,99731,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_1.2,86746,4,1,2,1.2,4_2,42,2000,86746,2002,99731,86.98,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_2.1,236,4,2,1,2.1,4_3,43,2000,236,2003,99731,0.24,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2001,0,2002,61304,0,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_1.1,2836,3,1,1,1.1,3_2,32,2001,2836,2003,61304,4.63,NA,NA
Columbia River,Okanagan,2004,2836,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2002,0,2003,23193,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1997,0,2001,0,NA,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1998,0,2000,422,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1998,0,2001,422,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1998,0,2002,422,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1999,0,2000,20053,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1999,0,2001,20053,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_2.3,0,6,2,3,2.3,6_3,63,1999,0,2002,20053,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1999,0,2003,20053,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2000,0,2001,99731,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_1.3,2223,5,1,3,1.3,5_2,52,2000,2223,2002,99731,2.23,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_2.2,1077,5,2,2,2.2,5_3,53,2000,1077,2003,99731,1.08,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2000,0,2004,99731,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2001,0,2002,61304,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_1.2,50729,4,1,2,1.2,4_2,42,2001,50729,2003,61304,82.75,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_2.1,1303,4,2,1,2.1,4_3,43,2001,1303,2004,61304,2.13,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2002,0,2003,23193,0,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_1.1,850,3,1,1,1.1,3_2,32,2002,850,2004,23193,3.66,NA,NA
Columbia River,Okanagan,2005,56182,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2003,0,2004,16479,0,9395,1.754
Columbia River,Okanagan,2006,26319,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1998,0,2002,422,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1999,0,2001,20053,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1999,0,2002,20053,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1999,0,2003,20053,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2000,0,2001,99731,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2000,0,2002,99731,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_2.3,54,6,2,3,2.3,6_3,63,2000,54,2003,99731,0.05,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2000,0,2004,99731,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2001,0,2002,61304,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_1.3,2249,5,1,3,1.3,5_2,52,2001,2249,2003,61304,3.67,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_2.2,3963,5,2,2,2.2,5_3,53,2001,3963,2004,61304,6.46,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2001,0,2005,61304,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2002,0,2003,23193,0,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_1.2,19384,4,1,2,1.2,4_2,42,2002,19384,2004,23193,83.58,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_2.1,455,4,2,1,2.1,4_3,43,2002,455,2005,23193,1.96,NA,NA
Columbia River,Okanagan,2006,26319,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2003,0,2004,16479,0,9395,1.754
Columbia River,Okanagan,2006,26319,AgeClass_1.1,214,3,1,1,1.1,3_2,32,2003,214,2005,16479,1.3,9395,1.754
Columbia River,Okanagan,2006,26319,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2004,0,2005,184691,0,2836,65.124
Columbia River,Okanagan,2007,20069,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1999,0,2003,20053,0,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2000,0,2002,99731,0,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2000,0,2003,99731,0,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2000,0,2004,99731,0,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2001,0,2002,61304,0,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2001,0,2003,61304,0,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_2.3,224,6,2,3,2.3,6_3,63,2001,224,2004,61304,0.37,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2001,0,2005,61304,0,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2002,0,2003,23193,0,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_1.3,639,5,1,3,1.3,5_2,52,2002,639,2004,23193,2.76,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_2.2,1865,5,2,2,2.2,5_3,53,2002,1865,2005,23193,8.04,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2002,0,2006,23193,0,NA,NA
Columbia River,Okanagan,2007,20069,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2003,0,2004,16479,0,9395,1.754
Columbia River,Okanagan,2007,20069,AgeClass_1.2,7668,4,1,2,1.2,4_2,42,2003,7668,2005,16479,46.53,9395,1.754
Columbia River,Okanagan,2007,20069,AgeClass_2.1,1170,4,2,1,2.1,4_3,43,2003,1170,2006,16479,7.1,9395,1.754
Columbia River,Okanagan,2007,20069,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2004,0,2005,184691,0,2836,65.124
Columbia River,Okanagan,2007,20069,AgeClass_1.1,8503,3,1,1,1.1,3_2,32,2004,8503,2006,184691,4.6,2836,65.124
Columbia River,Okanagan,2007,20069,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2005,0,2006,138730,0,56182,2.469
Columbia River,Okanagan,2008,186655,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2000,0,2004,99731,0,NA,NA
Columbia River,Okanagan,2008,186655,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2001,0,2003,61304,0,NA,NA
Columbia River,Okanagan,2008,186655,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2001,0,2004,61304,0,NA,NA
Columbia River,Okanagan,2008,186655,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2001,0,2005,61304,0,NA,NA
Columbia River,Okanagan,2008,186655,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2002,0,2003,23193,0,NA,NA
Columbia River,Okanagan,2008,186655,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2002,0,2004,23193,0,NA,NA
Columbia River,Okanagan,2008,186655,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2002,0,2005,23193,0,NA,NA
Columbia River,Okanagan,2008,186655,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2002,0,2006,23193,0,NA,NA
Columbia River,Okanagan,2008,186655,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2003,0,2004,16479,0,9395,1.754
Columbia River,Okanagan,2008,186655,AgeClass_1.3,1307,5,1,3,1.3,5_2,52,2003,1307,2005,16479,7.93,9395,1.754
Columbia River,Okanagan,2008,186655,AgeClass_2.2,5973,5,2,2,2.2,5_3,53,2003,5973,2006,16479,36.25,9395,1.754
Columbia River,Okanagan,2008,186655,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2003,0,2007,16479,0,9395,1.754
Columbia River,Okanagan,2008,186655,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2004,0,2005,184691,0,2836,65.124
Columbia River,Okanagan,2008,186655,AgeClass_1.2,161270,4,1,2,1.2,4_2,42,2004,161270,2006,184691,87.32,2836,65.124
Columbia River,Okanagan,2008,186655,AgeClass_2.1,4293,4,2,1,2.1,4_3,43,2004,4293,2007,184691,2.32,2836,65.124
Columbia River,Okanagan,2008,186655,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2005,0,2006,138730,0,56182,2.469
Columbia River,Okanagan,2008,186655,AgeClass_1.1,13812,3,1,1,1.1,3_2,32,2005,13812,2007,138730,9.96,56182,2.469
Columbia River,Okanagan,2008,186655,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2006,0,2007,339845,0,26319,12.913
Columbia River,Okanagan,2009,146926,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2001,0,2005,61304,0,NA,NA
Columbia River,Okanagan,2009,146926,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2002,0,2004,23193,0,NA,NA
Columbia River,Okanagan,2009,146926,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2002,0,2005,23193,0,NA,NA
Columbia River,Okanagan,2009,146926,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2002,0,2006,23193,0,NA,NA
Columbia River,Okanagan,2009,146926,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2003,0,2004,16479,0,9395,1.754
Columbia River,Okanagan,2009,146926,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2003,0,2005,16479,0,9395,1.754
Columbia River,Okanagan,2009,146926,AgeClass_2.3,147,6,2,3,2.3,6_3,63,2003,147,2006,16479,0.89,9395,1.754
Columbia River,Okanagan,2009,146926,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2003,0,2007,16479,0,9395,1.754
Columbia River,Okanagan,2009,146926,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2004,0,2005,184691,0,2836,65.124
Columbia River,Okanagan,2009,146926,AgeClass_1.3,3868,5,1,3,1.3,5_2,52,2004,3868,2006,184691,2.09,2836,65.124
Columbia River,Okanagan,2009,146926,AgeClass_2.2,6757,5,2,2,2.2,5_3,53,2004,6757,2007,184691,3.66,2836,65.124
Columbia River,Okanagan,2009,146926,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2004,0,2008,184691,0,2836,65.124
Columbia River,Okanagan,2009,146926,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2005,0,2006,138730,0,56182,2.469
Columbia River,Okanagan,2009,146926,AgeClass_1.2,116308,4,1,2,1.2,4_2,42,2005,116308,2007,138730,83.84,56182,2.469
Columbia River,Okanagan,2009,146926,AgeClass_2.1,1469,4,2,1,2.1,4_3,43,2005,1469,2008,138730,1.06,56182,2.469
Columbia River,Okanagan,2009,146926,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2006,0,2007,339845,0,26319,12.913
Columbia River,Okanagan,2009,146926,AgeClass_1.1,18377,3,1,1,1.1,3_2,32,2006,18377,2008,339845,5.41,26319,12.913
Columbia River,Okanagan,2009,146926,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2007,0,2008,104513,0,20069,5.208
Columbia River,Okanagan,2010,317532,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2002,0,2006,23193,0,NA,NA
Columbia River,Okanagan,2010,317532,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2003,0,2005,16479,0,9395,1.754
Columbia River,Okanagan,2010,317532,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2003,0,2006,16479,0,9395,1.754
Columbia River,Okanagan,2010,317532,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2003,0,2007,16479,0,9395,1.754
Columbia River,Okanagan,2010,317532,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2004,0,2005,184691,0,2836,65.124
Columbia River,Okanagan,2010,317532,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2004,0,2006,184691,0,2836,65.124
Columbia River,Okanagan,2010,317532,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2004,0,2007,184691,0,2836,65.124
Columbia River,Okanagan,2010,317532,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2004,0,2008,184691,0,2836,65.124
Columbia River,Okanagan,2010,317532,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2005,0,2006,138730,0,56182,2.469
Columbia River,Okanagan,2010,317532,AgeClass_1.3,1634,5,1,3,1.3,5_2,52,2005,1634,2007,138730,1.18,56182,2.469
Columbia River,Okanagan,2010,317532,AgeClass_2.2,5211,5,2,2,2.2,5_3,53,2005,5211,2008,138730,3.76,56182,2.469
Columbia River,Okanagan,2010,317532,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2005,0,2009,138730,0,56182,2.469
Columbia River,Okanagan,2010,317532,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2006,0,2007,339845,0,26319,12.913
Columbia River,Okanagan,2010,317532,AgeClass_1.2,303058,4,1,2,1.2,4_2,42,2006,303058,2008,339845,89.18,26319,12.913
Columbia River,Okanagan,2010,317532,AgeClass_2.1,2001,4,2,1,2.1,4_3,43,2006,2001,2009,339845,0.59,26319,12.913
Columbia River,Okanagan,2010,317532,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2007,0,2008,104513,0,20069,5.208
Columbia River,Okanagan,2010,317532,AgeClass_1.1,5628,3,1,1,1.1,3_2,32,2007,5628,2009,104513,5.38,20069,5.208
Columbia River,Okanagan,2010,317532,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2008,0,2009,467450,0,186655,2.504
Columbia River,Okanagan,2011,143472,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2003,0,2007,16479,0,9395,1.754
Columbia River,Okanagan,2011,143472,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2004,0,2006,184691,0,2836,65.124
Columbia River,Okanagan,2011,143472,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2004,0,2007,184691,0,2836,65.124
Columbia River,Okanagan,2011,143472,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2004,0,2008,184691,0,2836,65.124
Columbia River,Okanagan,2011,143472,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2005,0,2006,138730,0,56182,2.469
Columbia River,Okanagan,2011,143472,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2005,0,2007,138730,0,56182,2.469
Columbia River,Okanagan,2011,143472,AgeClass_2.3,296,6,2,3,2.3,6_3,63,2005,296,2008,138730,0.21,56182,2.469
Columbia River,Okanagan,2011,143472,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2005,0,2009,138730,0,56182,2.469
Columbia River,Okanagan,2011,143472,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2006,0,2007,339845,0,26319,12.913
Columbia River,Okanagan,2011,143472,AgeClass_1.3,11096,5,1,3,1.3,5_2,52,2006,11096,2008,339845,3.27,26319,12.913
Columbia River,Okanagan,2011,143472,AgeClass_2.2,5313,5,2,2,2.2,5_3,53,2006,5313,2009,339845,1.56,26319,12.913
Columbia River,Okanagan,2011,143472,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2006,0,2010,339845,0,26319,12.913
Columbia River,Okanagan,2011,143472,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2007,0,2008,104513,0,20069,5.208
Columbia River,Okanagan,2011,143472,AgeClass_1.2,84875,4,1,2,1.2,4_2,42,2007,84875,2009,104513,81.21,20069,5.208
Columbia River,Okanagan,2011,143472,AgeClass_2.1,4408,4,2,1,2.1,4_3,43,2007,4408,2010,104513,4.22,20069,5.208
Columbia River,Okanagan,2011,143472,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2008,0,2009,467450,0,186655,2.504
Columbia River,Okanagan,2011,143472,AgeClass_1.1,37484,3,1,1,1.1,3_2,32,2008,37484,2010,467450,8.02,186655,2.504
Columbia River,Okanagan,2011,143472,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2009,0,2010,93251,0,146926,0.635
Columbia River,Okanagan,2012,429467,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2004,0,2008,184691,0,2836,65.124
Columbia River,Okanagan,2012,429467,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2005,0,2007,138730,0,56182,2.469
Columbia River,Okanagan,2012,429467,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2005,0,2008,138730,0,56182,2.469
Columbia River,Okanagan,2012,429467,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2005,0,2009,138730,0,56182,2.469
Columbia River,Okanagan,2012,429467,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2006,0,2007,339845,0,26319,12.913
Columbia River,Okanagan,2012,429467,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2006,0,2008,339845,0,26319,12.913
Columbia River,Okanagan,2012,429467,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2006,0,2009,339845,0,26319,12.913
Columbia River,Okanagan,2012,429467,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2006,0,2010,339845,0,26319,12.913
Columbia River,Okanagan,2012,429467,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2007,0,2008,104513,0,20069,5.208
Columbia River,Okanagan,2012,429467,AgeClass_1.3,7205,5,1,3,1.3,5_2,52,2007,7205,2009,104513,6.89,20069,5.208
Columbia River,Okanagan,2012,429467,AgeClass_2.2,2397,5,2,2,2.2,5_3,53,2007,2397,2010,104513,2.29,20069,5.208
Columbia River,Okanagan,2012,429467,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2007,0,2011,104513,0,20069,5.208
Columbia River,Okanagan,2012,429467,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2008,0,2009,467450,0,186655,2.504
Columbia River,Okanagan,2012,429467,AgeClass_1.2,412161,4,1,2,1.2,4_2,42,2008,412161,2010,467450,88.17,186655,2.504
Columbia River,Okanagan,2012,429467,AgeClass_2.1,526,4,2,1,2.1,4_3,43,2008,526,2011,467450,0.11,186655,2.504
Columbia River,Okanagan,2012,429467,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2009,0,2010,93251,0,146926,0.635
Columbia River,Okanagan,2012,429467,AgeClass_1.1,7177,3,1,1,1.1,3_2,32,2009,7177,2011,93251,7.7,146926,0.635
Columbia River,Okanagan,2012,429467,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2010,0,2011,444759,0,317532,1.401
Columbia River,Okanagan,2013,131906,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2005,0,2009,138730,0,56182,2.469
Columbia River,Okanagan,2013,131906,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2006,0,2008,339845,0,26319,12.913
Columbia River,Okanagan,2013,131906,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2006,0,2009,339845,0,26319,12.913
Columbia River,Okanagan,2013,131906,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2006,0,2010,339845,0,26319,12.913
Columbia River,Okanagan,2013,131906,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2007,0,2008,104513,0,20069,5.208
Columbia River,Okanagan,2013,131906,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2007,0,2009,104513,0,20069,5.208
Columbia River,Okanagan,2013,131906,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2007,0,2010,104513,0,20069,5.208
Columbia River,Okanagan,2013,131906,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2007,0,2011,104513,0,20069,5.208
Columbia River,Okanagan,2013,131906,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2008,0,2009,467450,0,186655,2.504
Columbia River,Okanagan,2013,131906,AgeClass_1.3,10684,5,1,3,1.3,5_2,52,2008,10684,2010,467450,2.29,186655,2.504
Columbia River,Okanagan,2013,131906,AgeClass_2.2,6595,5,2,2,2.2,5_3,53,2008,6595,2011,467450,1.41,186655,2.504
Columbia River,Okanagan,2013,131906,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2008,0,2012,467450,0,186655,2.504
Columbia River,Okanagan,2013,131906,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2009,0,2010,93251,0,146926,0.635
Columbia River,Okanagan,2013,131906,AgeClass_1.2,83593,4,1,2,1.2,4_2,42,2009,83593,2011,93251,89.64,146926,0.635
Columbia River,Okanagan,2013,131906,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2009,0,2012,93251,0,146926,0.635
Columbia River,Okanagan,2013,131906,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2010,0,2011,444759,0,317532,1.401
Columbia River,Okanagan,2013,131906,AgeClass_1.1,31034,3,1,1,1.1,3_2,32,2010,31034,2012,444759,6.98,317532,1.401
Columbia River,Okanagan,2013,131906,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2011,0,2012,446090,0,143472,3.109
Columbia River,Okanagan,2014,494172,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2006,0,2010,339845,0,26319,12.913
Columbia River,Okanagan,2014,494172,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2007,0,2009,104513,0,20069,5.208
Columbia River,Okanagan,2014,494172,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2007,0,2010,104513,0,20069,5.208
Columbia River,Okanagan,2014,494172,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2007,0,2011,104513,0,20069,5.208
Columbia River,Okanagan,2014,494172,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2008,0,2009,467450,0,186655,2.504
Columbia River,Okanagan,2014,494172,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2008,0,2010,467450,0,186655,2.504
Columbia River,Okanagan,2014,494172,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2008,0,2011,467450,0,186655,2.504
Columbia River,Okanagan,2014,494172,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2008,0,2012,467450,0,186655,2.504
Columbia River,Okanagan,2014,494172,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2009,0,2010,93251,0,146926,0.635
Columbia River,Okanagan,2014,494172,AgeClass_1.3,532,5,1,3,1.3,5_2,52,2009,532,2011,93251,0.57,146926,0.635
Columbia River,Okanagan,2014,494172,AgeClass_2.2,1949,5,2,2,2.2,5_3,53,2009,1949,2012,93251,2.09,146926,0.635
Columbia River,Okanagan,2014,494172,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2009,0,2013,93251,0,146926,0.635
Columbia River,Okanagan,2014,494172,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2010,0,2011,444759,0,317532,1.401
Columbia River,Okanagan,2014,494172,AgeClass_1.2,404681,4,1,2,1.2,4_2,42,2010,404681,2012,444759,90.99,317532,1.401
Columbia River,Okanagan,2014,494172,AgeClass_2.1,616,4,2,1,2.1,4_3,43,2010,616,2013,444759,0.14,317532,1.401
Columbia River,Okanagan,2014,494172,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2011,0,2012,446090,0,143472,3.109
Columbia River,Okanagan,2014,494172,AgeClass_1.1,86395,3,1,1,1.1,3_2,32,2011,86395,2013,446090,19.37,143472,3.109
Columbia River,Okanagan,2014,494172,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2012,0,2013,241309,0,429467,0.562
Columbia River,Okanagan,2015,361336,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2007,0,2011,104513,0,20069,5.208
Columbia River,Okanagan,2015,361336,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2008,0,2010,467450,0,186655,2.504
