stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Late Stuart_1966_52,Late Stuart,2,1966,1971,52,9032,4164,,,,1851,,,,historical,,2,,Include,Include
Late Stuart_1966_53,Late Stuart,2,1966,1971,53,9032,4164,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1966_62,Late Stuart,2,1966,1972,62,9032,4164,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1966_63,Late Stuart,2,1966,1972,63,9032,4164,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1966_64,Late Stuart,2,1966,1972,64,9032,4164,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1966_72,Late Stuart,2,1966,1973,72,9032,4164,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_21,Late Stuart,2,1967,1969,21,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_31,Late Stuart,2,1967,1970,31,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_32,Late Stuart,2,1967,1970,32,1642,897,,,,224,,,,historical,,2,,Include,Include
Late Stuart_1967_41,Late Stuart,2,1967,1971,41,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_42,Late Stuart,2,1967,1971,42,1642,897,,,,6294,,,,historical,,2,,Include,Include
Late Stuart_1967_43,Late Stuart,2,1967,1971,43,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_51,Late Stuart,2,1967,1972,51,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_52,Late Stuart,2,1967,1972,52,1642,897,,,,10038,,,,historical,,2,,Include,Include
Late Stuart_1967_53,Late Stuart,2,1967,1972,53,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_62,Late Stuart,2,1967,1973,62,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_63,Late Stuart,2,1967,1973,63,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_64,Late Stuart,2,1967,1973,64,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1967_72,Late Stuart,2,1967,1974,72,1642,897,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_21,Late Stuart,2,1968,1970,21,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_31,Late Stuart,2,1968,1971,31,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_32,Late Stuart,2,1968,1971,32,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_41,Late Stuart,2,1968,1972,41,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_42,Late Stuart,2,1968,1972,42,470,179,,,,27393,,,,historical,,2,,Include,Include
Late Stuart_1968_43,Late Stuart,2,1968,1972,43,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_51,Late Stuart,2,1968,1973,51,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_52,Late Stuart,2,1968,1973,52,470,179,,,,3906,,,,historical,,2,,Include,Include
Late Stuart_1968_53,Late Stuart,2,1968,1973,53,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_62,Late Stuart,2,1968,1974,62,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_63,Late Stuart,2,1968,1974,63,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_64,Late Stuart,2,1968,1974,64,470,179,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1968_72,Late Stuart,2,1968,1975,72,470,179,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1969_21,Late Stuart,2,1969,1971,21,207057,114300,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1969_31,Late Stuart,2,1969,1972,31,207057,114300,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1969_32,Late Stuart,2,1969,1972,32,207057,114300,,,,2756,,,,historical,,2,,Include,Include
Late Stuart_1969_41,Late Stuart,2,1969,1973,41,207057,114300,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1969_42,Late Stuart,2,1969,1973,42,207057,114300,,,,1602892,,,,historical,,2,,Include,Include
Late Stuart_1969_43,Late Stuart,2,1969,1973,43,207057,114300,,,,54,,,,historical,,2,,Include,Include
Late Stuart_1969_51,Late Stuart,2,1969,1974,51,207057,114300,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1969_52,Late Stuart,2,1969,1974,52,207057,114300,,,,19888,,,,historical,,2,,Include,Include
Late Stuart_1969_53,Late Stuart,2,1969,1974,53,207057,114300,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1969_62,Late Stuart,2,1969,1975,62,207057,114300,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1969_63,Late Stuart,2,1969,1975,63,207057,114300,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1969_64,Late Stuart,2,1969,1975,64,207057,114300,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1969_72,Late Stuart,2,1969,1976,72,207057,114300,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1970_21,Late Stuart,2,1970,1972,21,15055,8027,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1970_31,Late Stuart,2,1970,1973,31,15055,8027,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1970_32,Late Stuart,2,1970,1973,32,15055,8027,,,,318,,,,historical,,2,,Include,Include
Late Stuart_1970_41,Late Stuart,2,1970,1974,41,15055,8027,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1970_42,Late Stuart,2,1970,1974,42,15055,8027,,,,70520,,,,historical,,2,,Include,Include
Late Stuart_1970_43,Late Stuart,2,1970,1974,43,15055,8027,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1970_51,Late Stuart,2,1970,1975,51,15055,8027,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1970_52,Late Stuart,2,1970,1975,52,15055,8027,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1970_53,Late Stuart,2,1970,1975,53,15055,8027,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1970_62,Late Stuart,2,1970,1976,62,15055,8027,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1970_63,Late Stuart,2,1970,1976,63,15055,8027,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1970_64,Late Stuart,2,1970,1976,64,15055,8027,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1970_72,Late Stuart,2,1970,1977,72,15055,8027,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1971_21,Late Stuart,2,1971,1973,21,1535,725,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1971_31,Late Stuart,2,1971,1974,31,1535,725,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1971_32,Late Stuart,2,1971,1974,32,1535,725,,,,1243,,,,historical,,2,,Include,Include
Late Stuart_1971_41,Late Stuart,2,1971,1975,41,1535,725,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1971_42,Late Stuart,2,1971,1975,42,1535,725,,,,65527,,,,post-DBE,,2,,Include,Include
Late Stuart_1971_43,Late Stuart,2,1971,1975,43,1535,725,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1971_51,Late Stuart,2,1971,1976,51,1535,725,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1971_52,Late Stuart,2,1971,1976,52,1535,725,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1971_53,Late Stuart,2,1971,1976,53,1535,725,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1971_62,Late Stuart,2,1971,1977,62,1535,725,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1971_63,Late Stuart,2,1971,1977,63,1535,725,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1971_64,Late Stuart,2,1971,1977,64,1535,725,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1971_72,Late Stuart,2,1971,1978,72,1535,725,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1972_21,Late Stuart,2,1972,1974,21,8704,3411,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1972_31,Late Stuart,2,1972,1975,31,8704,3411,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1972_32,Late Stuart,2,1972,1975,32,8704,3411,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1972_41,Late Stuart,2,1972,1976,41,8704,3411,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1972_42,Late Stuart,2,1972,1976,42,8704,3411,,,,16180,,,,historical,,2,,Include,Include
Late Stuart_1972_43,Late Stuart,2,1972,1976,43,8704,3411,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1972_51,Late Stuart,2,1972,1977,51,8704,3411,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1972_52,Late Stuart,2,1972,1977,52,8704,3411,,,,2586,,,,historical,,2,,Include,Include
Late Stuart_1972_53,Late Stuart,2,1972,1977,53,8704,3411,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1972_62,Late Stuart,2,1972,1978,62,8704,3411,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1972_63,Late Stuart,2,1972,1978,63,8704,3411,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1972_64,Late Stuart,2,1972,1978,64,8704,3411,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1972_72,Late Stuart,2,1972,1979,72,8704,3411,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1973_21,Late Stuart,2,1973,1975,21,214343,116703,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1973_31,Late Stuart,2,1973,1976,31,214343,116703,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1973_32,Late Stuart,2,1973,1976,32,214343,116703,,,,290,,,,historical,,2,,Include,Include
Late Stuart_1973_41,Late Stuart,2,1973,1977,41,214343,116703,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1973_42,Late Stuart,2,1973,1977,42,214343,116703,,,,658158,,,,historical,,2,,Include,Include
Late Stuart_1973_43,Late Stuart,2,1973,1977,43,214343,116703,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1973_51,Late Stuart,2,1973,1978,51,214343,116703,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1973_52,Late Stuart,2,1973,1978,52,214343,116703,,,,5807,,,,historical,,2,,Include,Include
Late Stuart_1973_53,Late Stuart,2,1973,1978,53,214343,116703,,,,1843,,,,historical,,2,,Include,Include
Late Stuart_1973_62,Late Stuart,2,1973,1979,62,214343,116703,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1973_63,Late Stuart,2,1973,1979,63,214343,116703,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1973_64,Late Stuart,2,1973,1979,64,214343,116703,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1973_72,Late Stuart,2,1973,1980,72,214343,116703,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_21,Late Stuart,2,1974,1976,21,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_31,Late Stuart,2,1974,1977,31,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_32,Late Stuart,2,1974,1977,32,14627,7371,,,,855,,,,historical,,2,,Include,Include
Late Stuart_1974_41,Late Stuart,2,1974,1978,41,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_42,Late Stuart,2,1974,1978,42,14627,7371,,,,48593,,,,historical,,2,,Include,Include
Late Stuart_1974_43,Late Stuart,2,1974,1978,43,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_51,Late Stuart,2,1974,1979,51,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_52,Late Stuart,2,1974,1979,52,14627,7371,,,,1268,,,,historical,,2,,Include,Include
Late Stuart_1974_53,Late Stuart,2,1974,1979,53,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_62,Late Stuart,2,1974,1980,62,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_63,Late Stuart,2,1974,1980,63,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_64,Late Stuart,2,1974,1980,64,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1974_72,Late Stuart,2,1974,1981,72,14627,7371,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_21,Late Stuart,2,1975,1977,21,14229,5679,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_31,Late Stuart,2,1975,1978,31,14229,5679,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_32,Late Stuart,2,1975,1978,32,14229,5679,,,,541,,,,historical,,2,,Include,Include
Late Stuart_1975_41,Late Stuart,2,1975,1979,41,14229,5679,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_42,Late Stuart,2,1975,1979,42,14229,5679,,,,214097,,,,historical,,2,,Include,Include
Late Stuart_1975_43,Late Stuart,2,1975,1979,43,14229,5679,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_51,Late Stuart,2,1975,1980,51,14229,5679,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_52,Late Stuart,2,1975,1980,52,14229,5679,,,,478,,,,historical,,2,,Include,Include
Late Stuart_1975_53,Late Stuart,2,1975,1980,53,14229,5679,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_62,Late Stuart,2,1975,1981,62,14229,5679,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_63,Late Stuart,2,1975,1981,63,14229,5679,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_64,Late Stuart,2,1975,1981,64,14229,5679,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1975_72,Late Stuart,2,1975,1982,72,14229,5679,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1976_21,Late Stuart,2,1976,1978,21,3000,1674,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1976_31,Late Stuart,2,1976,1979,31,3000,1674,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1976_32,Late Stuart,2,1976,1979,32,3000,1674,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1976_41,Late Stuart,2,1976,1980,41,3000,1674,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1976_42,Late Stuart,2,1976,1980,42,3000,1674,,,,3339,,,,historical,,2,,Include,Include
Late Stuart_1976_43,Late Stuart,2,1976,1980,43,3000,1674,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1976_51,Late Stuart,2,1976,1981,51,3000,1674,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1976_52,Late Stuart,2,1976,1981,52,3000,1674,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1976_53,Late Stuart,2,1976,1981,53,3000,1674,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1976_62,Late Stuart,2,1976,1982,62,3000,1674,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1976_63,Late Stuart,2,1976,1982,63,3000,1674,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1976_64,Late Stuart,2,1976,1982,64,3000,1674,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1976_72,Late Stuart,2,1976,1983,72,3000,1674,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1977_21,Late Stuart,2,1977,1979,21,146629,75962,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1977_31,Late Stuart,2,1977,1980,31,146629,75962,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1977_32,Late Stuart,2,1977,1980,32,146629,75962,,,,104,,,,historical,,2,,Include,Include
Late Stuart_1977_41,Late Stuart,2,1977,1981,41,146629,75962,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1977_42,Late Stuart,2,1977,1981,42,146629,75962,,,,1313861,,,,historical,,2,,Include,Include
Late Stuart_1977_43,Late Stuart,2,1977,1981,43,146629,75962,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1977_51,Late Stuart,2,1977,1982,51,146629,75962,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1977_52,Late Stuart,2,1977,1982,52,146629,75962,,,,43776,,,,post-DBE,,2,,Include,Include
Late Stuart_1977_53,Late Stuart,2,1977,1982,53,146629,75962,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1977_62,Late Stuart,2,1977,1983,62,146629,75962,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1977_63,Late Stuart,2,1977,1983,63,146629,75962,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1977_64,Late Stuart,2,1977,1983,64,146629,75962,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1977_72,Late Stuart,2,1977,1984,72,146629,75962,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1978_21,Late Stuart,2,1978,1980,21,13027,7115,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1978_31,Late Stuart,2,1978,1981,31,13027,7115,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1978_32,Late Stuart,2,1978,1981,32,13027,7115,,,,699,,,,historical,,2,,Include,Include
Late Stuart_1978_41,Late Stuart,2,1978,1982,41,13027,7115,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1978_42,Late Stuart,2,1978,1982,42,13027,7115,,,,69820,,,,post-DBE,,2,,Include,Include
Late Stuart_1978_43,Late Stuart,2,1978,1982,43,13027,7115,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1978_51,Late Stuart,2,1978,1983,51,13027,7115,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1978_52,Late Stuart,2,1978,1983,52,13027,7115,,,,8928,,,,historical,,2,,Include,Include
Late Stuart_1978_53,Late Stuart,2,1978,1983,53,13027,7115,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1978_62,Late Stuart,2,1978,1984,62,13027,7115,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1978_63,Late Stuart,2,1978,1984,63,13027,7115,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1978_64,Late Stuart,2,1978,1984,64,13027,7115,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1978_72,Late Stuart,2,1978,1985,72,13027,7115,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_21,Late Stuart,2,1979,1981,21,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_31,Late Stuart,2,1979,1982,31,31918,16711,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1979_32,Late Stuart,2,1979,1982,32,31918,16711,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1979_41,Late Stuart,2,1979,1983,41,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_42,Late Stuart,2,1979,1983,42,31918,16711,,,,6854,,,,historical,,2,,Include,Include
Late Stuart_1979_43,Late Stuart,2,1979,1983,43,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_51,Late Stuart,2,1979,1984,51,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_52,Late Stuart,2,1979,1984,52,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_53,Late Stuart,2,1979,1984,53,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_62,Late Stuart,2,1979,1985,62,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_63,Late Stuart,2,1979,1985,63,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_64,Late Stuart,2,1979,1985,64,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1979_72,Late Stuart,2,1979,1986,72,31918,16711,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_21,Late Stuart,2,1980,1982,21,979,287,,,,0,,,,post-DBE,,2,,Include,Include
Late Stuart_1980_31,Late Stuart,2,1980,1983,31,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_32,Late Stuart,2,1980,1983,32,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_41,Late Stuart,2,1980,1984,41,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_42,Late Stuart,2,1980,1984,42,979,287,,,,21440,,,,historical,,2,,Include,Include
Late Stuart_1980_43,Late Stuart,2,1980,1984,43,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_51,Late Stuart,2,1980,1985,51,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_52,Late Stuart,2,1980,1985,52,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_53,Late Stuart,2,1980,1985,53,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_62,Late Stuart,2,1980,1986,62,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_63,Late Stuart,2,1980,1986,63,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_64,Late Stuart,2,1980,1986,64,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1980_72,Late Stuart,2,1980,1987,72,979,287,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_21,Late Stuart,2,1981,1983,21,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_31,Late Stuart,2,1981,1984,31,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_32,Late Stuart,2,1981,1984,32,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_41,Late Stuart,2,1981,1985,41,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_42,Late Stuart,2,1981,1985,42,249699,120124,,,,1978010,,,,historical,,2,,Include,Include
Late Stuart_1981_43,Late Stuart,2,1981,1985,43,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_51,Late Stuart,2,1981,1986,51,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_52,Late Stuart,2,1981,1986,52,249699,120124,,,,55891,,,,historical,,2,,Include,Include
Late Stuart_1981_53,Late Stuart,2,1981,1986,53,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_62,Late Stuart,2,1981,1987,62,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_63,Late Stuart,2,1981,1987,63,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_64,Late Stuart,2,1981,1987,64,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1981_72,Late Stuart,2,1981,1988,72,249699,120124,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_21,Late Stuart,2,1982,1984,21,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_31,Late Stuart,2,1982,1985,31,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_32,Late Stuart,2,1982,1985,32,16758,8681,,,,193,,,,historical,,2,,Include,Include
Late Stuart_1982_41,Late Stuart,2,1982,1986,41,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_42,Late Stuart,2,1982,1986,42,16758,8681,,,,52097,,,,historical,,2,,Include,Include
Late Stuart_1982_43,Late Stuart,2,1982,1986,43,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_51,Late Stuart,2,1982,1987,51,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_52,Late Stuart,2,1982,1987,52,16758,8681,,,,8699,,,,historical,,2,,Include,Include
Late Stuart_1982_53,Late Stuart,2,1982,1987,53,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_62,Late Stuart,2,1982,1988,62,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_63,Late Stuart,2,1982,1988,63,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_64,Late Stuart,2,1982,1988,64,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1982_72,Late Stuart,2,1982,1989,72,16758,8681,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1983_21,Late Stuart,2,1983,1985,21,2246,1451,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1983_31,Late Stuart,2,1983,1986,31,2246,1451,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1983_32,Late Stuart,2,1983,1986,32,2246,1451,,,,0,,,,historical,,2,,Include,Include
Late Stuart_1983_41,Late Stuart,2,1983,1987,41,2246,1451,,,,0,,,,historical,,2,,Include,Include
